date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Mon Aug 27 2018 10:07:07 GMT-0400 (Eastern Daylight Time), Software Development Intern,"Champaign, IL",Former Employee ,Software Development Intern,I worked at AKUNA CAPITAL full-time for less than a year,3,"Worked at their office in Champaign which was mostly interns. Cool work environment, really nice people, lots of professional development and training, bought us lunch every single day and treated us to a weekend in Chicago",I still don’t understand day trading as a profession and when I met the traders they seemed really stressed and frustrated,,3.0,4.0,3.0,3.0,,,,,
Thu Mar 15 2018 19:39:11 GMT-0400 (Eastern Daylight Time), Quantitative Researcher,"Chicago, IL",Current Employee ,Quantitative Researcher,I have been working at AKUNA CAPITAL full-time for more than a year,0,"open collaborative atmosphere, nice people",unexpected layoffs although not numerous,,4.0,4.0,5.0,4.0,3.0,4.0,Recommends,Positive Outlook,
Mon Jan 22 2018 15:34:59 GMT-0500 (Eastern Standard Time),,,Former Employee ,Software engineer developer,I worked at AKUNA CAPITAL full-time,1,the environment is good yes.,the technology is not good yes.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Thu Oct 05 2017 17:50:08 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Trading Intern in Chicago, IL","Intense, Engaging, Competitive and Fun",I worked at AKUNA CAPITAL for less than a year,3,"They put a lot of time in training you. They're all very intelligent and motivated. It's a laid back culture, so long as you perform. Regular 9-5 hours with great pay.",Management can feel cliqueish. blah blah word count,,5.0,5.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,
Sun Sep 24 2017 11:36:01 GMT-0400 (Eastern Daylight Time), Developer,"Chicago, IL",Current Employee ,Great Company for people who are willing to learn and work hard,I have been working at AKUNA CAPITAL full-time for less than a year,4,Experienced hardworking devs/quant/traders/management Ability to grow in the direction you are willing to Latest technology,"Be ready to learn, be proactive and work hard",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Mon Sep 18 2017 16:16:27 GMT-0400 (Eastern Daylight Time),,,Developer ,A great place to be in!,I worked at AKUNA CAPITAL for more than a year,0,Very energetic and smart people,They talk and worry about money at all times because they are a finance firm - so not really a con :),,5.0,,,,,,,,
Sun Jun 18 2017 01:28:54 GMT-0400 (Eastern Daylight Time),,,Trader ,eh alright,I worked at AKUNA CAPITAL for less than a year,6,"some cool people, good comp, decent management",many new traders/devs lack good social skills and dont fit with company well. feel like it has negatively impact company culture,,3.0,3.0,3.0,4.0,2.0,2.0,Doesn't Recommend,Neutral Outlook,
Wed Apr 26 2017 05:54:08 GMT-0400 (Eastern Daylight Time), Senior Developer,"Chicago, IL",Current Employee ,Hard Driving Trading Firm,I have been working at AKUNA CAPITAL full-time for more than a year,3,The work is fun to do. All the people are nice. The office space is wonderful. Management isn't standing still.,"Smart, mostly young employees but not top in the industry. Has had a lot of voluntary and involuntary turnover. Can be secretive.",,4.0,5.0,3.0,4.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Sat Mar 25 2017 20:06:44 GMT-0400 (Eastern Daylight Time),,, ,"Great environment, location and people",I worked at AKUNA CAPITAL,2,Very nice snack room. There is a friendly atmosphere. No sign of siloing,You won't find the best of the best in their fields,,4.0,,,,,,,,
Sat Mar 18 2017 09:28:19 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Analyst in Chicago, IL",Great,I have been working at AKUNA CAPITAL for less than a year,1,Absolutely great highly recommend it to anyone,Sometimes its slow paced and stifled,,4.0,3.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Fri Dec 30 2016 12:42:20 GMT-0500 (Eastern Standard Time),,, ,developer,I worked at AKUNA CAPITAL,5,salary is not so bad.,work long times and large pressure,,3.0,,,,,,,,
Thu Nov 17 2016 18:46:59 GMT-0500 (Eastern Standard Time),,"Chicago, IL","C++ Developer in Chicago, IL",Bleeding edge tech. Everyone makes a difference.,I have been working at AKUNA CAPITAL,8,"* Reasonable, down-to-earth management * Top tech talent * People are serious about their work * Many social opportunities * Very cool office * Freedom to explore new technologies, propose ideas * Immediate feedback (move fast and break things) * Great work schedule * Ping pong culture, breakfast, snacks","* Very fast-paced, not for the faint of heart * High pressure/responsibility - money is on the line every second of the day * Growing very quickly, expect to devote a chunk of time to the interview process * Training programs are improving, but you are still definitely expected to hit the ground running * Some benefits are still being ironed out",,5.0,5.0,5.0,5.0,3.0,5.0,Recommends,Positive Outlook,
Wed Nov 02 2016 11:36:03 GMT-0400 (Eastern Daylight Time), Developer,"Chicago, IL",Current Employee ,A great place to work!,I have been working at AKUNA CAPITAL full-time for more than a year,7,"The individuals hired by Akuna are truly the best in their field. Everyone is highly intelligent and motivated to go above and beyond, but also are fun loving people who you would want to grab a beer with! The desire to be the best is felt at every level of Akuna and it makes work truly enjoyable.","We have a lot of goals we want to accomplish so work can be hectic at times, but your efforts are always rewarded and recognized by senior level management. There is no catered lunch like other prop firms, but they actually want you to get up from your desk and get some fresh air so the motivation behind it is good.",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Sun Oct 16 2016 14:40:43 GMT-0400 (Eastern Daylight Time),,, ,junior trader,I have been working at AKUNA CAPITAL,3,related to finance major and in a big city,so many rounds of interview,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Oct 05 2016 16:57:59 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Trade Support Engineer in Chicago, IL",Expect to Work,I worked at AKUNA CAPITAL for less than a year,8,Cutting edge technology Always something to do Pay and benefits are superb Kitchen is always stocked with food,Expect to work 12+ hours a day,,4.0,2.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,
Thu Sep 08 2016 14:54:33 GMT-0400 (Eastern Daylight Time),,,Trader ,Great company. Will be missed.,I worked at AKUNA CAPITAL,10,"1. The people - fair warning: my response to this is corny. During my stay at Akuna, I met some of the most intelligent people I've ever met in my life. Not only that, but I made some great friendships that'll I'll cherish for a long time to come. 2. Atmosphere - they still had the same startup vibes as when I started, with plenty of ping pong, and company events to enjoy once work was finished. Put your full effort into your work, and get it done; you will be rewarded. After trading hours, work is very chill. Additionally, the new office is super nice. 3. Company size - Akuna is still a fairly small company, so your hard work will rarely go unnoticed. They're at a sweet spot where you can still move up fairly quick, but they still have a lot of nice benefits (i.e nearly unlimited snacks in the kitchen, and nice paychecks).","The cons I saw in Akuna are pretty industry standard: high turnover, tough workload to get acclimated to, and some other small things.",,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Fri Oct 07 2016 14:47:57 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Intern in Chicago, IL",Intern Review,I worked at AKUNA CAPITAL,0,Great teaching and the people are really invested in your learning. Great culture and amazing people,There weren't any bad things about the internship. It was a great internship in a great location with a great company,,4.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,
Sat Oct 01 2016 16:34:06 GMT-0400 (Eastern Daylight Time),,, ,Great place,I worked at AKUNA CAPITAL,0,"relaxed, good salary, good team environment and collaborative",i wish i could have kept up,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,No opinion of CEO
Thu Sep 08 2016 08:13:44 GMT-0400 (Eastern Daylight Time),,, ,C++ Developer Intern,I worked at AKUNA CAPITAL,7,"Interns are given full charge of a project that spans over the whole internship. You are responsible for the project from design to release. But when you reach out for help, you are almost definitely going to get the help you need. People just know their stuff so well, which is quite impressive.","Sometimes, the interaction among employees is not effective as it looks like. Some employees are not given much attention.",,5.0,4.0,5.0,5.0,3.0,3.0,Recommends,Positive Outlook,
Thu Sep 29 2016 14:18:50 GMT-0400 (Eastern Daylight Time),,, ,Good summer,I worked at AKUNA CAPITAL,0,Encouraging and helpful staff that were eager to help me learn,Expected to know a lot coming in,,4.0,,,,,,,,
Thu Sep 29 2016 15:35:42 GMT-0400 (Eastern Daylight Time),,"Chicago, IL"," in Chicago, IL",Trading Intern,I worked at AKUNA CAPITAL,0,"Lot's of independence. Hard working environment. Sociable people. No wasted hours at work, and recreational lounge/ping pong table. Extremely performance oriented.",Can be cliquey. Need 5 words at least..,,4.0,5.0,5.0,4.0,4.0,4.0,Neutral Outlook,,
Tue May 31 2016 19:42:40 GMT-0400 (Eastern Daylight Time),,, ,Great Place,I have been working at AKUNA CAPITAL,1,The office is really nice and the people are great,They just expanded so the office is pretty empty,,5.0,,,,,,,,
Mon Apr 04 2016 12:58:44 GMT-0400 (Eastern Daylight Time),,"Chicago, IL",Former Employee ,"Constantly shifting priorities, no respect for the tech workforce",I worked at AKUNA CAPITAL full-time for more than a year,34,"You get to learn a lot about different technologies, you're always busy (never bored), and they're very interested in cutting edge tech","Priorities change often, sometimes daily, but the timelines don't change with them. Expectations from upper management are ""aggressive"". 60 hour work weeks are the norm, but don't spend 5 minutes reading the news while eating lunch at your desk or they will notice and remember it. Pay is inline with the rest of the prop trading world, but not amazing. They have a tendency to screw people on their bonus (dismiss late in the year or pay out only a small portion of their target). At least for the support staff, and the partners don't like hearing ""no"" as an answer. Partners have snarky nicknames for most of the staff. Management is very clique-y and if you're not an Aussie or Brit you won't fit in.",,2.0,1.0,2.0,2.0,2.0,1.0,Doesn't Recommend,Neutral Outlook,
Wed Apr 20 2016 21:40:36 GMT-0400 (Eastern Daylight Time), Trader,"Chicago, IL",Former Employee ,"Illusion of a ""team",I worked at AKUNA CAPITAL full-time for more than 3 years,28,High end tech and some brilliant individuals you have the opportunity of working with. Great place to cut your teeth and learn. Great mentoring early early on.,"That's where it stops. Bonuses are very low for the industry if you make it through pre bonus firings to actually collect. The partners are there to either pay themselves back wholly first or reinvest in expansion or growth (good in theory) but at the expense of abysmal bonuses for good performance and the promise of ""when we hit it big you'll get it!"" Not. The start-up feel of a team is used as leverage to motivate everyone under the illusion of what's good for the goose is good for the gander. This couldn't be further from the truth unless you're Aussie. Aussie is the new Dutch here ironically for a group fleeing Optiver from similar ethnic favoritism. Be very careful of any feelings of loyalty.",,1.0,2.0,1.0,3.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Mon Feb 08 2016 14:15:52 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Current Employee ,Fun Company,I have been working at AKUNA CAPITAL full-time,1,"Great environment to learn, most of the senior traders are happy to give you their time. Fantastic new office space and tons of social events outside of work hours","Biggest gripes were with the old office, loving the new space",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Mon Jan 18 2016 13:10:09 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Current Employee ,More professional than ever,I have been working at AKUNA CAPITAL full-time,7,New office and process are bringing Akuna into a new era of stability and success. Continued growth and training are paying off in this fast paced competitive industry.,"Very competitive, if you don't have what it takes to grow in your career and provide the value to Akuna they're expecting, you won't make the cut for very long. If you do, however, you'll rise through the ranks and contribute a lot while being compensated for it.",,5.0,5.0,4.0,4.0,4.0,3.0,Recommends,Positive Outlook,
Sat Jan 16 2016 15:03:24 GMT-0500 (Eastern Standard Time),,,Current Employee ,Great culture great future,I have been working at AKUNA CAPITAL full-time for more than 3 years,6,"Still got that start-up vibe even though been around a few years now. Really smart people in all departments with a great work ethic and culture. Everyone works hard, and it's expected of you, but that's ok as it seems to be paying off and the work is enjoyable and cutting edge. Traders are for the most part good people to work with, and they understand the technology. Lots of investment in the business and a huge focus on the technology which seems to be paying off. They're growing fast but it's measured, not expanding too fast. A good mix of experienced people and a lot of juniors, some fresh out of school, some with a few years experience. Big emphasis on campus recruitment where they have seen some smart people rise very quickly.","Sometimes seems a bit chaotic but thats just the startup vibe I think, lots of things going on! A bit hard to know what the future plans are for the company as its kept close to the managements chest",,5.0,3.0,4.0,5.0,4.0,4.0,Recommends,Positive Outlook,
Mon Dec 14 2015 08:00:18 GMT-0500 (Eastern Standard Time),,"Chicago, IL"," in Chicago, IL",---,I worked at AKUNA CAPITAL for more than a year,3,"Cutting edge technology, well organized.","High employee turnover, siloed projects, inexperienced crowd, clannish management.",,4.0,4.0,4.0,4.0,3.0,4.0,Recommends,,
Mon Oct 19 2015 08:27:46 GMT-0400 (Eastern Daylight Time),,,Current Employee ,opportunity,I have been working at AKUNA CAPITAL full-time,7,"You will be given responsibility early. Technology is developing fast and there is good investment in this side. If you demonstrate that you deserve it you will get the chance to make a difference to the firm. Good culture, good people.",tough on non-performers (might be a pro). split office space not great though I hear there is a new office next year sometime,,5.0,4.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,
Mon Sep 14 2015 13:27:19 GMT-0400 (Eastern Daylight Time), Derivatives Trader,"Chicago, IL",Current Employee ,"A great, growing trading startup with lots of upside.",I have been working at AKUNA CAPITAL full-time for more than a year,8,Profit sharing - if you perform and the company performs you get paid accordingly in your bonus. Career progression - the company is growing so lots of opportunity to work on different projects and relatively junior employees get the chance to show their skills. Innovation - Akuna has lots of very smart employees and it is very intellectually rewarding to work with and learn from them.,As to be expected in a new company some systems and processes are less established. This means that the employees with initiative and who are self-directed tend to thrive.,,5.0,4.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,
Thu Sep 17 2015 20:03:40 GMT-0400 (Eastern Daylight Time),,, ,Quantitative Intern,I worked at AKUNA CAPITAL,5,"They salary are good as an intern, and they are a young team with a lot of young traders and developers. They environment is good as well.","The company fires people really frequently, last year they fired several junior level traders and half of the developers in Champaign office.",,4.0,5.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,
