date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Sun Dec 01 2013 16:42:08 GMT-0500 (Eastern Standard Time),,,Current Employee ,"Great company with generous benefits, but hard to move up",I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,0,"- Can't beat the benefits: free breakfast & lunch, gym, casual dress, etc - Senior mgmt still very involved in day to day activities of firm; sit right on floor with rest of employees - Provide a lot of unique learning opportunities","- Structure can be too flat; hard to be ""promoted"" - Pay not on par with rest of Wall Street - Can be opaque at times",,4.0,5.0,5.0,3.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Nov 07 2013 19:20:48 GMT-0500 (Eastern Standard Time),,, ,"Not great, but not bad either",I have been working at Susquehanna International Group (SIG),1,Great Pay. Free lunch,Little to no mobility unless you are male. Company is at least 80% male.,"Thank you for taking the time to review SIG. We appreciate the feedback. It is true that, like many technology and financial firms, SIG employs more men than women. But It is also true that more men than women apply for positions at SIG. We respectfully disagree that gender impacts mobility at SIG. SIG is a meritocracy and is committed to finding the best person for each position, with absolutely no regard to gender, race, religion, marital status or any protected class. In fact, many women hold positions at the highest level throughout the company including: Chief Technology Officer, Head of Market Intelligence, Head of Operations, Head of Human Resources, Head of Recruiting, Head of College Recruiting and Head of Education.",3.0,3.0,4.0,1.0,4.0,2.0,Doesn't Recommend,Positive Outlook,Approves of CEO
Tue Oct 15 2013 14:35:06 GMT-0400 (Eastern Daylight Time), Assistant Trader,"Philadelphia, PA",Former Employee ,It was OK,I worked at Susquehanna International Group (SIG) full-time for more than a year,1,You learn a lot starting out. They really want you to get better. The company is one of the quickest growing prop trading firms,They really make you wait until you're absolutely ready before putting you on the trade floor.,,4.0,3.0,4.0,4.0,4.0,4.0,Recommends,,
Fri Oct 04 2013 11:27:14 GMT-0400 (Eastern Daylight Time), Equity Research Associate,"New York, NY",Former Employee ,"Great company, mentorship and a lot of responsibilites",I worked at Susquehanna International Group (SIG) part-time,1,- Company has experienced senior analysts with years of experience and ability to think outside the box - You are given a lot of responsibility as an associate very early - great perks - very lean firm with limited hierachy,- Limited upward mobility - company is still figuring out the right structure for the group - compensation is at the lower range of a typical sell-side firm,,3.0,4.0,4.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Tue Sep 10 2013 19:34:05 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Great work environment with limited growth opportunities.,I have been working at Susquehanna International Group (SIG) full-time,1,"The company fosters creativity and good ideas never remain unnoticed. The work environment is very casual and the level of stress, I believe, is lower than that in comparable companies.",Contrary to their advertisement - there's no free lunch there. The level of the salaries is lower and growth rates are low. There are people who have been there for way too long and might stifle the growth of younger employees.,,4.0,3.0,4.0,5.0,2.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue Sep 24 2013 11:26:21 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA",Current Employee ,Good company to work for with limited career advancement possibilities.,I have been working at Susquehanna International Group (SIG) full-time for more than 8 years,1,"Relaxed environment, managers are fairly lenient, can work without pressure.",Limited growth or career advancement.,,3.0,5.0,4.0,2.0,3.0,4.0,Neutral Outlook,,No opinion of CEO
Mon Aug 05 2013 11:21:46 GMT-0400 (Eastern Daylight Time), Various Titles,"Bala Cynwyd, PA",Former Employee ,Good when you are working for them. Ditch you in a moment and you will never know why.,I worked at Susquehanna International Group (SIG) full-time for more than 5 years,8,"Good pay, Free breakfast, free lunch and if you are with the right boss, you get good bonus. Flat organization. Become the boss's favorite and you can get bonus greater than you salary.","Very political. If you want to survive, learn boss pleasing tricks quickly. Management will NOT find alternate placement when you are being laid off due to cut costs. Seen this over and over again in the long employment there. Salary for similar positions in NYC is at least 1.5 times better.",,2.0,2.0,1.0,2.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Thu Jul 04 2013 10:00:50 GMT-0400 (Eastern Daylight Time), Information Technology,"Bala Cynwyd, PA",Former Employee ,Interesting culture -- you'll either love it or hate it,I worked at Susquehanna International Group (SIG) full-time for more than a year,7,"There's a lot of smart people at SIG and they invest heavily in technology. There's a lot of opportunity to learn new things and be surrounded be intellectual people. Benefits and pay and fairly decent, and there's many perks - free breakfast/lunch, onsite car service, pharmacy, doctor, etc. If you take care of SIG, they will take care of you. My team had zero micromangement, and I was able to be very autonomous.","The culture can be tricky to adapt to, and some teams have a ""good 'old boy"" mentality. SIG preaches a collaborative environment, but there's a lot of compartmentalization and information hoarding. Furthermore, management definitely plays favorites, which puts you at a disadvantage if you're not the favorite. There's more egos here than the traditional shop, and the interview process is downright excruciating. Most people at SIG have been in the same role for years, so if planned career advancement is your desire, than you'll be unhappy at SIG. In addition, that free lunch comes at a price -- management discourages employees from leaving during the day, and it helps facilitate working through lunch. Lastly, since the company is private, there's uncertainty regarding SIG's future business model and financials, especially as additional HFT regulations are being proposed.",,3.0,3.0,3.0,2.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Thu Jun 27 2013 15:17:03 GMT-0400 (Eastern Daylight Time), Operations Associate,"Philadelphia, PA",Current Employee ,Fun place to work,I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,0,"Great benefits, and a very relaxed environment. Free lunch, a gym, intelligent people. A very good place to work if you are looking for experience, great first job.","Flat structure makes it hard to advance your career in certain departments. While you learn a lot, and get great experience it tapers after a while.",,4.0,3.0,4.0,3.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed May 22 2013 18:38:03 GMT-0400 (Eastern Daylight Time), Technology,"Philadelphia, PA",Current Employee ,Fantastic workplace,I have been working at Susquehanna International Group (SIG) full-time for more than 8 years,2,Ideal for self-motivated people not afraid to challenge themselves. For these people the sky is the limit. Culture encourages great trader/technology collaboration.,Not a great fit for people who need artificial structure to feel important,,5.0,5.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sat May 18 2013 08:23:05 GMT-0400 (Eastern Daylight Time), Analyst,"Bala Cynwyd, PA",Current Employee ,"Great culture, smart people, free lunch and breakfast",I have been working at Susquehanna International Group (SIG) full-time for more than a year,1,SIG is a tremendous place to work. There are a lot of great benefits and opportunities for growth.,The salary isn't very competitive when compared with NYC/Chicago/Boston.,,5.0,4.0,5.0,5.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed May 08 2013 15:34:29 GMT-0400 (Eastern Daylight Time), Software Developer,"Bala Cynwyd, PA",Former Employee ,If only it wasn't in Philadelphia.,I worked at Susquehanna International Group (SIG) full-time for less than a year,1,"Acceptance of a diverse range of technologies ""whatever gets the job done"" allows for an exciting and constantly learning environment. Very agile working environment that can pivot quickly as business needs require. ... And the free lunch is nice also.","A pro for many, but the city that close was not a plus for me. Traffic and general big city issues.",,5.0,5.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu May 09 2013 11:41:13 GMT-0400 (Eastern Daylight Time), Trade Associate,"Philadelphia, PA",Current Employee ,Good Company to work for.,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,0,"Great benefits, awesome location. Well worth changing from my last position.",none that i have found,,5.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue May 14 2013 09:29:23 GMT-0400 (Eastern Daylight Time), Trade Support Associate,"New York, NY",Former Employee ,Ok place to work for,I worked at Susquehanna International Group (SIG) full-time for more than 5 years,0,"Very laid back atmosphere, but still get your work done",Sometimes too laid back for some people.,,3.0,4.0,3.0,2.0,2.0,3.0,Recommends,Positive Outlook,Approves of CEO
Wed Mar 27 2013 08:27:44 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA",Former Employee ,Good employee experience,I worked at Susquehanna International Group (SIG) full-time for more than 3 years,0,"Lunch was provided, lots of perks, open and casual environment",Not a lot of opportunity for advancement,,4.0,3.0,3.0,2.0,4.0,3.0,Recommends,Neutral Outlook,Approves of CEO
Tue Feb 26 2013 19:53:43 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA",Former Employee ,Good finance company in Philadelphia suburb,I worked at Susquehanna International Group (SIG) full-time for more than 10 years,0,Challenging environment - exposure to latest technologies in market Very talented and helpful colleagues Great benefits Great pay in the region,"Management is not all communicative Too much secrecy, political and no openness in some groups",,3.0,3.0,2.0,4.0,4.0,2.0,Positive Outlook,,Disapproves of CEO
Wed Feb 06 2013 14:34:20 GMT-0500 (Eastern Standard Time),,,Current Employee ,"Great Education, Fun Work Life, Underpaid",I have been working at Susquehanna International Group (SIG) full-time,2,"Susquehanna provides a great learning environment throughout your career, and if you ever uncover interesting trading situations, they are happy to entertain trading them. You will be among very smart people, and you will be challenged and paid well.",You may feel that the smartest people at SIG are actually the ones that leave. So you are left with traders that are happy with settling down and they may have less ambition than other trading firms.,,4.0,5.0,5.0,3.0,3.0,2.0,Recommends,Positive Outlook,Approves of CEO
Thu Dec 13 2012 12:53:38 GMT-0500 (Eastern Standard Time), IT,"Bala Cynwyd, PA",Current Employee ,Challenging and rewarding,I have been working at Susquehanna International Group (SIG) full-time for more than 10 years,2,"- Opportunities for growth and impact if you seek them out or create them - and then pursue them - Extremely talented employees; the most talented collection of technology employees in the region - Fast paced and challenging, which may not be for everyone - Great place to learn and grow; internal mobility opportunities are good - Little bureaucracy, which can be difficult for those used to structure; politics do exist, but at a below average level - Contrary to popular belief, managers are given ample discretion to provide flexibility for employees' hours and out of office time to address work/life balance challenges - Nice onsite benefits such as a gym, fitness classes, wellness center, barber/hair stylist, catered lunch, continental breakfast, free bottled water, and .25 soft drinks - Relaxed dress code and atmosphere","- Lack of transparency that causes unnecessary and unfounded fear, mild paranoia for some, and puzzlement over certain decisions; the firm truly cares about its employees but doesn't show it well - Difficult to navigate the orginization - who works on what and for whom - Too reactive to problems in the organization, but the firm addresses them when they surface. Many problems could be avoided by being more proactive. - Health benefits, 401k, and pay could be more competitive, but are certainly not the worst in the region/industry",,4.0,4.0,5.0,5.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Nov 21 2012 22:53:56 GMT-0500 (Eastern Standard Time), Analyst,"New York, NY",Current Employee ,Great place,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,1,"collegues are nice,atmosphere is good",huge presure some times especially when working on project,,5.0,3.0,5.0,5.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Dec 05 2012 04:31:56 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA",Current Employee ,What's going on?,I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,2,"The caliber of people working for the company: consistently top-notch. Additional perks are nice - free breakfast and lunch, gym on site, wellness center, fitness classes - but come at a cost, namely that you're expected to work an additional hour that you would usually be eating lunch.","The cost of benefits have risen steadily, and this year's health care package costs almost 50% more than last year. Salaries and bonuses are not keeping pace. There have been a number of core people departing the company for green pastures, and you can't help but wonder if the compensation and benefits aren't a big part of those decisions. Technically, there is a tendency to stick with older, proven technologies and a resistance to moving forward.",,3.0,4.0,4.0,3.0,3.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Sat Nov 24 2012 15:31:42 GMT-0500 (Eastern Standard Time), Senior Software Developer,"Bala Cynwyd, PA",Current Employee ,expectations are higher than the pay,I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,2,"Interesting challenges, state of the art equipment and tools, no micromanagement, safari online, stocked kitchen with breakfast and lunch.","10 hour days required, no lunch break, 401k match is yearly with long vest, expensive medical plan, draconian measures, such as a proxy that rewrites https certicicates, to make sure you don't steal software, limited flex time or remote access",,3.0,2.0,2.0,3.0,3.0,3.0,Recommends,Neutral Outlook,Disapproves of CEO
Wed Oct 17 2012 21:00:36 GMT-0400 (Eastern Daylight Time), Assistant Trader,"Bala Cynwyd, PA",Former Employee ,"Very smart people, casual and friendly atmosphere",I worked at Susquehanna International Group (SIG) full-time for more than a year,0,"People are very nice. Training program for assistant traders is educational. Even the ""big shots"" are down to Earth, approachable, and will take time to get to know you.","There could be more communication between people within education and their trainees. Not really their fault, a lot of responsibilities for only a few people in the department.",,4.0,4.0,5.0,4.0,4.0,4.0,Recommends,Neutral Outlook,Approves of CEO
Sun Aug 26 2012 07:50:49 GMT-0400 (Eastern Daylight Time), Financial Technology Associate,"Philadelphia, PA",Current Employee ,Awesome,I have been working at Susquehanna International Group (SIG) full-time for less than a year,1,1) The people are very nice/humble. 2) The environment is lively. 3) There is free poker all the time. 4) And there is free food everyday practically all the time.,"There are no cons as far as I can see. I have been in the company only a few months. But it does not take long to get soaked into the culture, and I can tell for sure that the culture is awesome.",,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sun Aug 26 2012 16:50:01 GMT-0400 (Eastern Daylight Time), Senior Associate,"New York, NY",Former Employee ,Sr. Associate,I worked at Susquehanna International Group (SIG) full-time for more than a year,7,"Nice job environment. Wonderful and talented staffs. Free lunch, Close to bulge bracket shops on research. No banking ie independent research done.",Hiring done not based on merit but based on who knows who. DOR is a cut throat individual and may scare you on performance and pays even when you are doing the best job that any could possibly do.,,3.0,3.0,4.0,3.0,4.0,2.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Tue Aug 14 2012 07:52:21 GMT-0400 (Eastern Daylight Time), Operations Associate,"Bala Cynwyd, PA",Former Employee ,Will reward you for hard work.,I worked at Susquehanna International Group (SIG) full-time for more than 10 years,0,"Casual dress, free breakfast, free lunch, fun atmosphere.","Very long hours if you want to advance, but I guess it's like that anywhere. Some frown upon using up all vacation time.",,4.0,2.0,5.0,4.0,4.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Mon Aug 13 2012 09:42:18 GMT-0400 (Eastern Daylight Time), Helpdesk Associate,"Bala Cynwyd, PA",Current Employee ,Great company to work for,I have been working at Susquehanna International Group (SIG) full-time for more than a year,0,"The salary is fairly competitive, but the benefits are second to none. There are 17 vacation/personal days per year, a gym with showers onsite, breakfast/lunch provided daily, many services onsite during the day (dry cleaning, haircuts, car repair/detailing, etc.), and it is easy to get to from Center City (car, bus, or bike). Overall it is a fantastic work environment.","While lunch is provided there is no lunch hour as the financial markets are open all day. The 401k would be more competitive with a full match and 3 year vesting period instead of a 50% match and 6 year vesting period, but neither of these are big dealbreakers for me.",,5.0,4.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu May 17 2012 19:52:08 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Systems Administrator in Bala Cynwyd, PA",Overall great place to work.,I have been working at Susquehanna International Group (SIG),1,Good work / life balance encouraged.,Technology decisions are often business unit focussed and not optimized for the entire firm.,,4.0,5.0,3.5,4.0,4.0,,Recommends,,Approves of CEO
Mon May 14 2012 04:51:15 GMT-0400 (Eastern Daylight Time),,"New York, NY","Research Associate in New York, NY",Mixed Experience at SIG in NYC,I worked at Susquehanna International Group (SIG),2,"SIG offered some great benefits including a casual dress code, decent 401K plan, and a free lunch on a daily basis.",The lack of diversity in the New York office was shocking and there were no professional advancement opportunities within the company.,,2.0,3.0,1.0,3.0,1.0,,Doesn't Recommend,,
Tue Apr 10 2012 16:39:22 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Assistant Trader in Bala Cynwyd, PA",getting promoted to trader is hard,I worked at Susquehanna International Group (SIG),6,the people are smart. the software is very good. free breakfast and lunch and decent hours makes for a healthy work environment.,When I took the job they told me about 60-70% of people make it to the trader position from assistant trader. only 1 of 5 in my group did. 2 were offered permanent clerk positions and 2 were fired.,,2.0,5.0,3.0,2.0,3.0,,Doesn't Recommend,,No opinion of CEO
Tue Mar 06 2012 12:21:19 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",It's okay if it's what you're looking for,I worked at Susquehanna International Group (SIG),0,Fast paced collaborative environment with a casual dress code and very smart people. It's a good balance between how small and fickle small hedge funds are and how soulless the big banks are.,Company restructuring happens often and without much notice. It's not always easy to get promoted unless you have a very SIG personality and you're doing the type of work they value.,,3.0,4.0,2.5,3.0,3.0,,Approves of CEO,,
Tue Feb 28 2012 16:41:47 GMT-0500 (Eastern Standard Time),,"New York, NY","Trade Support Associate in New York, NY",SIG is alright at best.,I have been working at Susquehanna International Group (SIG),2,Free lunch/breakfast. Excellent training and education programs if you are fresh out of college. Lots of opportunity to get involved in projects in several areas.,"Despite the ""flat management"" structure there is an obvious disconnect in information flow from managers to regular team members. There is a lot of micromanagement which leads to inefficiencies and duped work. Meager raises and bonuses relative to the street.",,3.0,4.5,1.0,3.0,2.5,,Approves of CEO,,
Wed Feb 15 2012 12:19:22 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",have had some great experiences during the start of my career. there is limited advancement in terms of career growth.,I have been working at Susquehanna International Group (SIG),2,"lot of cool technologies to work with, some smart people, free lunch and snacks, casual attire etc",no clarity of roles and responsibilities no career path defined or limited growth oppurtunities. Lot of unproductive politics,,3.0,3.5,2.5,3.0,2.0,,Approves of CEO,,
Tue Jan 24 2012 21:41:11 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA","Software Engineer in Bala Cynwyd, PA","Great Place to Work, But Needs To Update Technical Area",I have been working at Susquehanna International Group (SIG),2,"- Free food - Good amount of talented individuals - Friendly employees - Easy to obtain help - Relaxed and upbeat environment - ""Unlimited"" sick days","- Salary is quite not as competitive as other trading firms - Talents are extremely varied amongst individuals - Salary should be considered reasonable for many individuals, but not all - Limited vacation days",,4.0,4.0,4.0,3.0,3.0,,Recommends,,Approves of CEO
Tue Oct 18 2011 18:38:33 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",Great company for beginners,I have been working at Susquehanna International Group (SIG),1,"Good working environment. Employs some of the best talented people. Free breakfast, lunch and snacks. Onsite Gym etc.",Average salary and poor career growth opportunity.,,4.0,4.5,4.0,3.5,5.0,,Recommends,,Approves of CEO
Fri Oct 28 2011 08:21:42 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Systems Administrator in Bala Cynwyd, PA",Normal,I have been working at Susquehanna International Group (SIG),0,My present Team is fine,Salary compensation need to be adjusted to industry standards,,3.0,3.0,3.5,2.0,3.0,,,,
Sun Sep 18 2011 15:42:44 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Operations in Bala Cynwyd, PA","Great environment to work, learn, and grow",I have been working at Susquehanna International Group (SIG),0,"Food provided all day, free gym, all employees show respect and professionalism, casual environment is productive, and many opportunities for interns here. Bala location is 13 minutes from the Philadelphia area, with a Target conveniently located across the street",7am to 5pm work days can easily wear you out....but they compensate you for the longer workweek....I turned down much higher paying jobs to work here (but the position makes up for it),,5.0,4.0,4.5,3.0,5.0,,Recommends,,Approves of CEO
Tue Jul 26 2011 13:38:56 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Assistant Trader in Bala Cynwyd, PA",Great starting point,I worked at Susquehanna International Group (SIG),0,"Great freedom and autonomy given to newer employees in project work; good, casual environment; flat office hierarchy (which can be appealing)","If you don't fit the bill for ""trader"" as an AT, you're bound to get fired without forewarning; flat office hierarchy (which limits advancement)",,5.0,5.0,3.0,5.0,5.0,,Recommends,,Approves of CEO
Thu Aug 04 2011 19:20:00 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",Ok,I have been working at Susquehanna International Group (SIG),1,"Free lunches, gym, social events",Lack of career advancement - no career path,,3.0,2.0,2.0,3.5,2.5,,Approves of CEO,,
Fri Jul 15 2011 14:43:11 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Software Developer in Bala Cynwyd, PA",Intense Environment,I have been working at Susquehanna International Group (SIG),0,"Responsibility is earned, and granted.",Severe restrictions on personal trades. Took away cookies at lunch.,,4.0,2.0,4.0,3.0,4.5,,Recommends,,Approves of CEO
Fri Apr 01 2011 15:07:57 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",A great community to be a part of with many perks for an overall positive work experience,I have been working at Susquehanna International Group (SIG),0,SIG is a place filled with smart people with a great community. Free lunch. Comfortable environment to collaborate with others. Challenging work at times with many resources and people to learn from.,It is difficult at times to see your future at SIG when you are not on a particular track.,,3.0,4.5,2.0,3.0,2.5,,Recommends,,Approves of CEO
Wed Mar 02 2011 17:12:09 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA","Quantitative Researcher in Bala Cynwyd, PA",You will learn a lot while working for Susquehanna International Group.,I have been working at Susquehanna International Group (SIG),0,The learning environment is great.,The pay is less than similar jobs else where.,,4.0,5.0,4.0,2.5,5.0,,Recommends,,Approves of CEO
Thu Feb 10 2011 04:54:48 GMT-0500 (Eastern Standard Time),,"Philadelphia, PA","Software Engineer in Philadelphia, PA",Great place to write code,I have been working at Susquehanna International Group (SIG),3,"Endless perks- free food, auto mechanic, ect. No TPS reports. No one looking over your shoulder telling you how to code - use all the recursion and functional programming you want. No one complains about wearing earphones. Opportunity to raise in pay and prestige without going into management. Pay is way better than other places in the area...","...but way worse than other companies in the industry. Company is run by traders, not programmers, which is not optimal for the career of a programmer. Hard to concentrate on coding on the trading floor. No say in what projects your placed on. Different departments vary wildly in culture- your experience may vary.",,4.0,5.0,5.0,4.5,5.0,,Recommends,,Approves of CEO
Sun Feb 27 2011 10:53:00 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",good,I have been working at Susquehanna International Group (SIG),0,"poker classes are great , you will learn great poker here",salaries are less than what you would expect,,3.0,3.0,3.0,3.0,3.0,,No opinion of CEO,,
Thu Feb 10 2011 07:54:01 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",Great place to work,I have been working at Susquehanna International Group (SIG),0,"Free lunch, easygoing relaxed atmosphere",Hard to get promoted from within,,5.0,4.5,4.5,4.0,4.5,,Recommends,,Approves of CEO
Thu Feb 10 2011 11:05:39 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA","Software Test Engineer in Bala Cynwyd, PA",Hopes are dwindling as years pass,I have been working at Susquehanna International Group (SIG),9,"Free food, gym , nurse, casual work attire",Less than average salary and bonus when compared to otehr wall street firms Less than deserving appreciation from the immediate manager,,2.0,4.5,2.0,2.0,4.0,,Approves of CEO,,
Thu Jan 20 2011 11:18:18 GMT-0500 (Eastern Standard Time),,"Philadelphia, PA","Software Developer in Philadelphia, PA",I'm having a good time working with SIG,I have been working at Susquehanna International Group (SIG),2,"The quality of work is very good. There are no strict deadlines and generally you don't have long days at work. You get a very good exposure to business and technology. You get free food and other services like laundry, gym, yoga etc.",The pay scale is less than expected. Also there isn't a good increment you get every year. Bonus is also less than people get out there on the wall street.,,4.0,4.5,4.0,3.0,4.0,,Recommends,,Approves of CEO
Thu Dec 16 2010 20:16:07 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA","Software Engineer in Bala Cynwyd, PA",I am given the room to be an entrepreneur developer within the larger company.,I have been working at Susquehanna International Group (SIG),10,"No overseeing single architect. Each team is able to solve problems as they see fit (of course in a manner that integrates with other teams). We have Oracle, Sql Server, MySql, C#, C++, Perl, Ruby, Python, Linux, WIndows, Access, Multicast, Web farms, VM farms. if it works and makes sense and can make money... go for it. Perfect mix of ""down to earth"" people, who are also the smartest you will work with in one place. Big enough to be involved in all aspects of Wall Street and advanced technologies, but teams are small enough that no one developer feels lost in huge projects. The business is incredibly accessible. Questions on option trading, how an app should function, just go and talk to the key business people. Not only will they help you, they will respect you for taking the time to engage them. 3 weeks vacation to start. plus personal days. Plus unlimited sick days. It doesnt take 3 years to complete every project! People are geared to make things happen. At many levels technologists are catered to as the business recognizes the value they bring. Currently all developers moving to Quad Core Win 7 64 bit machines. Ya want it, request it, you got it. You dont need 1000 levels of approvals. ""I need 4 monitors because.."" and 2 days later the monitors show up. FREE LUNCH! Actually, breakfast too! Key aspect... the entrepreneurial spirit carries into technology. In just my short 5 years there I have seen many new university hires quickly gain new positions, or moved into advanced system development. If you can do the job the opportunities arent there VERY competitive salaries for the Philadelphia Market place. Not as high as New York, but higher than the majority of Philadelphia technology firms. Technologists PARTNER with the business. Many times the business gives general ideas ""We'd like to start trading _____ "" and tech is sort've like industry experts to say ""how about this... did you consider this... how about we do this first, then move on to....""","The same entrepreneurial spirit and autonomy can sometimes lead to frustration in getting dependent teams on the same page and schedule. A problem everywhere, but SIG moves through it with common sense. For those that want a structured promotion plan, SIG could be frustrating, There isnt a mult- level structure of ""You did good this year so now you are Computer Scientist Level III"". If you want that, go to Computer Science corporation. If you are kicking butt, you'll see it in your paycheck. If you want to be told what to do all the time... SIG isnt for you. Requirements aren't always solid. Business doesn't always know what they want. Technologists are expected to know technology AND the business. Many time (most) times technologists have to drive requirements and considerations. Techies who love this process do well SIG. You want to be handed a contractual like requirements document, look elsewhere. Mixed into the amazing technologies, are processes and applications that were put together quickly to meet an immediate need. You may need to support them, or build your own hack n slash at times.",,5.0,5.0,4.0,4.5,5.0,,Recommends,,Approves of CEO
Mon Jan 03 2011 04:51:17 GMT-0500 (Eastern Standard Time),,"Philadelphia, PA"," in Philadelphia, PA",Working at SIG has been the best learning opportunity I have ever had.,I have been working at Susquehanna International Group (SIG),0,"Education, people, culture, effiiciency, fairness, casual attire","No work-from-home policy, little flexiblity in regards to part-time opportunities",,5.0,3.5,5.0,4.0,5.0,,Recommends,,Approves of CEO
Tue Dec 28 2010 17:27:05 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",Excellent startup paced environment that encourages individual thought while helping the group.,I have been working at Susquehanna International Group (SIG),0,fast paced cutting edged technology good work environment encourage self promotion Enjoyable place to work,"long hours expected Benefits are not great for families, but not costly either",,4.0,4.5,3.5,3.5,5.0,,Recommends,,Approves of CEO
Thu Dec 16 2010 07:38:27 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA","A great place to work if you enjoy learning, being challenged, and having an impact",I have been working at Susquehanna International Group (SIG),1,"SIG provides you with the ability to grow as much as you want. They put a premuim on individuals who are innovative and forward thinking. The talent level of the groups in which I've worked is the highest of any place I've been in over 20 years of work experience. The dynamic nature of the business creates new opportunities. SIG does a lot to enhance the overall lives of the employees. As many are aware, they provide free lunch with many different healthy choices. In addition, self-serve breakfast items are available each day (cold & hot cereal, hard-boiled eggs, bagels and breads, yogurt, coffee, tea, etc.). Free gym. A concierge service that arranges with businesses to make it easier to get your car serviced and clothing dry cleaned. Special fitness sessions at reasonable prices (yoga, total body fitness).",Information sharing is difficult across such a large organization. Sometimes the lines between groups gets blurred and it becomes unclear who is responsible for specific issues or objectives.,,5.0,5.0,5.0,5.0,5.0,,Recommends,,Approves of CEO
Fri Dec 31 2010 16:04:51 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",Nice,I have been working at Susquehanna International Group (SIG),0,Pace of work. Perks are great,Salary is not as good as other wall street firms,,3.0,3.0,3.0,3.0,3.0,,Approves of CEO,,
Fri Dec 17 2010 05:18:46 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA"," in Bala Cynwyd, PA",great place to work,I have been working at Susquehanna International Group (SIG),0,"Decent pay, free lunches, free gym, tons of discounts from retailers, the occasional flyers ticket in the company luxury box, great people, laid back feel, you can wear jeans and a button down shirt everyday!","Too many ""teams"" of people working on the same project(s), lack of communication between teams, which leads to people stepping on toes.",,5.0,5.0,5.0,5.0,5.0,,Recommends,,Approves of CEO
