date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Mon Dec 16 2019 08:24:33 GMT-0500 (Eastern Standard Time), Trader,"New York, NY",Former Employee ,Great !!,I worked at Susquehanna International Group (SIG) part-time for more than a year,1,So friendly people. So fun job,Salary is lower than other similar jobs,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Apr 15 2020 16:18:05 GMT-0400 (Eastern Daylight Time), Systems Administrator,"Bala Cynwyd, PA",Current Employee ,50/50,I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,0,"- Opportunities to learn, though a lot is SIG specific - they don't offer cert training. - Very collaborative environment (this is a pro and a con) - Wide array of benefits like discounted gift cards, on-site free food, etc. - Access to senior level knowledge to help you learn. You can always ask someone for help, and will almost always get it, which makes learning a lot easier.","- Being so collaborative comes at the cost of no privacy and small work spaces - a constant feeling of being watched. It can be hard to sit and focus on anything when you keep getting distracted and interrupted by the seating arrangements. - They will try to pay you as little as possible, so you need to know your worth and fight for it. - They do not care about work/life balance and expect you to give up a lot of your own free time to help the business. No WFH options, don't even try (during normal business operations anyway). They think anyone who wants to work from home is just a slacker. - Expect 50 hour work weeks, 45 minimum, not including your commute. SIG is located at a very bad place in terms of cost of living and traffic. You may find 11 hours of every day gone just to work here, 5 days a week.",,3.0,1.0,2.0,3.0,4.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Mon Mar 30 2020 23:33:55 GMT-0400 (Eastern Daylight Time), Trader,,Former Employee ,"Decent Pay, Bad Culture",I worked at Susquehanna International Group (SIG) full-time,0,"For a trading firm, your job is relatively safe (if you make it to trader). You will have good exit opps.","Pay is decent, but low for what is supposed to be a premium shop. Education is intentionally very cold, and this initial resentment lingers for many.",,3.0,4.0,2.0,4.0,3.0,2.0,,,
Wed Feb 26 2020 12:51:15 GMT-0500 (Eastern Standard Time),,, ,Give it time,I have been working at Susquehanna International Group (SIG),0,"SIG is kind of a weird company, but once you learn to tryst it, the people, and the weirdness it’s a great and fun llave to work. They do a great job of supporting local businesses with the catering and are getting better about having women’s programming. Although it’s not necessarily a diverse environment (especially in technology or on the trading floor), it’s a very welcoming and inclusive environment. I think the difficulty with SIG is just really based on where you came from. If previously you worked somewhere with lots of hierarchy and titles and rigidity, SIG can be overwhelming in how relaxed and informal it can be. Other places might say they dress casual, but SIG actually means it. Yes people do actually wear shorts in the summer to work. If you are used to a micromanaged atmosphere, SIG can definitely take a while to get used to. I’m definitely very independent, but I have found for the most part people let you figure out the best pace for you to get your work down...and at first, this was scary. But if you learn to treat SIG with an honor system mentality you’ll do great. I was worried after reading reviews I would find payroll raises to be nonexistent. However, after starting with a slightly low base salary, my first raise was decent/fair (not outstanding) and my bonus above target.",No working from home unless absolutely medically necessary. Vacation time is average (17 days) and should be higher considering the family values they uphold.,,4.0,3.0,5.0,3.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Feb 04 2020 13:13:27 GMT-0500 (Eastern Standard Time), Corporate Sales Director,"New York, NY",Current Employee ,Equity Research Associate,I have been working at Susquehanna International Group (SIG) full-time for less than a year,1,SIG had a great culture.,Lack of breadth / high turnover,,4.0,5.0,5.0,5.0,3.0,3.0,Recommends,Neutral Outlook,Approves of CEO
Fri Jan 17 2020 06:13:47 GMT-0500 (Eastern Standard Time), Intern,"Philadelphia, PA",Current Employee ,good exp overall lot of learninh,I have been working at Susquehanna International Group (SIG) part-time for less than a year,0,very good exp for me,it was a lot of work,,4.0,5.0,5.0,5.0,5.0,5.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Fri Jan 17 2020 18:48:24 GMT-0500 (Eastern Standard Time), Trader,,Current Employee ,Good training,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,0,Training program is second to none. Risk taking culture.,Stressful. Hard to advance within company.,,3.0,5.0,4.0,3.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Jan 09 2020 18:53:43 GMT-0500 (Eastern Standard Time), Trader,"Philadelphia, PA",Former Employee ,Its ok,I worked at Susquehanna International Group (SIG) full-time,1,"Free lunch, gym onsite, played poker, some of my coworkers are very nice and helpful! No trading after 4pm. Philly rent is cheap?","3 years of non-compete + skills not transferrable outside of trading = poor career development choice if you decide to leave, and I find there to be plenty of reasons to leave.
Some desks have toxic work environment and exclusive culture. People trash talk their peers behind their back and don't treat you with respect. Management not willing to listen to feedbacks from employees.",,2.0,,,,,,Doesn't Recommend,Positive Outlook,Approves of CEO
Sat Dec 14 2019 09:25:22 GMT-0500 (Eastern Standard Time), Software Engineer,"Bala Cynwyd, PA",Former Employee ,No real upside that you may expect for an HFT,I worked at Susquehanna International Group (SIG) full-time for more than 5 years,4,Hours are OK. Big player in the market so you learn some about the industry. Don't run into the typical wall street traders here yelling at you. Outside of city limits so you save wage tax (both pro and a con since you have to commute or miss out on the philly center city life).,"Compensation is very poor. HR tells you that they try to stay competitive with Comcast! Don't expect the upside of working for HFT firms here (SIG's glassdoor numbers are fairly accurate as opposed to most tech firms where glassdoor numbers under report salaries, check levels.fyi website for a comparison). Employees constantly talk about it. Raises are very low. Flat hierarchy also limits career growth opportunities, so you lose out on both variables (comp or growth). High attrition lately because they are not staying competitive. This has also lead to problems with some questionable hires as they try to fill up vacancies. I can only see two kinds of people working here, if you have a family and want to live in a good school district and your spouse also has a good job so that you can make ends meet. You are a mediocre student at one of the local schools who can't crack the FANG interviews or get hired at one of SIG's competitors. For everyone else this is not the place to achieve your american dream.",,1.0,4.0,3.0,1.0,1.0,3.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Tue Nov 05 2019 13:33:05 GMT-0500 (Eastern Standard Time), Technical Analyst,"Bala-Cynwyd, PA",Former Employee ,SIG provided a comfortable work environment and great leadership.,I worked at Susquehanna International Group (SIG) full-time for less than a year,1,0. Manager open to ideas for improvement 1. Breakfast and lunch provided 2. Gym in building,0. This was a co-op work experience. I wish that there was a greater variety of non-software-based co-op positions available as I would return in a heartbeat in a different position.,,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Nov 13 2019 11:44:45 GMT-0500 (Eastern Standard Time), Campus Recruiting Coordinator,"Bala Cynwyd, PA",Current Employee ,kind of a cult,I have been working at Susquehanna International Group (SIG) full-time for more than a year,2,they do a lot of events and things for employees during they day because they dont let you leave the office during working hours. very casual dress code,people are very political.,,3.0,,,,,,Doesn't Recommend,,
Tue Oct 22 2019 15:12:29 GMT-0400 (Eastern Daylight Time), Operations Analyst,,Current Employee ,Productive and fun place to work,I have been working at Susquehanna International Group (SIG) full-time for more than 10 years,1,"Surround by smart people, casual environment, free lunch","REALLY BAD pay, no career opportunities outside of trading",,3.0,4.0,4.0,1.0,2.0,3.0,Doesn't Recommend,Positive Outlook,Approves of CEO
Tue Oct 08 2019 16:09:00 GMT-0400 (Eastern Daylight Time), Technology,"Bala-Cynwyd, PA",Current Employee ,Challenging and Rewarding place to work,I have been working at Susquehanna International Group (SIG) full-time for more than 10 years,0,Being able to work alongside a group of smart and engaging people,Hours can be long at times,,4.0,3.0,3.0,4.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO
Mon Aug 26 2019 07:49:17 GMT-0400 (Eastern Daylight Time), Senior Technologist,"Bala-Cynwyd, PA",Former Employee ,"SIG, great people, latest technology, incredible growth.",I worked at Susquehanna International Group (SIG) full-time for more than 10 years,6,"SIG is a great company period. I worked at SIG in the Technology space for almost twenty-three years. During that time, I worked with great people, worked on the latest technology and witnessed incredible growth. SIG’s biggest asset are its people. I’ve worked with some incredibly talented people during my time there. People that are smart, hard-working, team oriented and respectful. I believe SIG strives to hire people with all of those qualities with equal emphasis on ALL of them. As a result, it promotes an environment of constant learning, challenges and success. It is not big leap to think that Technology plays a big role in most companies. It is the same at SIG but the difference being, SIG constantly assesses latest technology and if any of it can provide a competitive advantage, SIG will leverage it no matter how new it may be. They are in the business of assessing risk and that includes the use of technology. For a technologist this is the best type environment to learn, grow and be successful. As far as growth is concerned, over the last 23 years, I have seen SIG grow from 4 offices to 14 including international offices in Sydney, Dublin, Beijing, Shanghai and Hong Kong. The bottom line is it did not stop growing the entire time I was there and there was no indication it was going to stop anytime soon. I could close this review with a pros and cons list but I think that can be read in other reviews. Some I would agree with and some I would not. One pro that I will always give SIG big kudos is in the area of benefits. They provided adoption assistance benefits 20 years ago during a time when it was not very common. I may be a bit biased but if this is the thought that always comes to mind after being at a company for over twenty years that speaks volumes about that company. It is a great company with great people, using great technology to fuel incredible growth. I think nothing more needs to be said.",All jobs and companies have their challenges. None here to merit a mention.,,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Jul 03 2019 09:30:56 GMT-0400 (Eastern Daylight Time), Tax Associate,,Current Employee ,On market for pay and hours,I have been working at Susquehanna International Group (SIG) full-time,1,"Free lunch, gym, and fun employee events",Not a lot of upward mobility,,4.0,,,,,,,,
Sat Jul 27 2019 11:42:06 GMT-0400 (Eastern Daylight Time), Software Engineer,"Bala-Cynwyd, PA",Former Employee ,No such thing as a free lunch,I worked at Susquehanna International Group (SIG) full-time for more than a year,8,They do not charge you for lunch.,"9-10 hour work days. Watch your back culture, witnessed middle-managers lying to upper management for personal gain. (Taking credit for others work, throwing people under the bus -- I have been yelled at by manager in front of upper management for not completing an assignment that I was never given). Trade room floors. Management attempts to sell this as ""collaborative, with lots of communication."" Trade floor rooms are LOUD. People yelling, traders trading with people over the phone. Make sure to invest in good headphones. Management seems to be apathetic to the well-being of employees.",,1.0,2.0,1.0,1.0,4.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Wed Jun 12 2019 16:59:20 GMT-0400 (Eastern Daylight Time), Trader,,Former Employee ,Good job,I worked at Susquehanna International Group (SIG) full-time,3,Smart and nice people. Good hours and pay.,Repetitive. Not solving and important problem for the world.,,5.0,,,,,,,,
Wed Jun 26 2019 17:36:51 GMT-0400 (Eastern Daylight Time), Equity Research Associate,,Current Employee ,"Good cultre, paygnot great",I have been working at Susquehanna International Group (SIG) full-time,0,Good culture. Relaxed atmosphere and people,Below market pay; upward mobility limited,,3.0,,,,,,,,
Fri May 31 2019 05:29:06 GMT-0400 (Eastern Daylight Time),,,Former Employee ,busn,I worked at Susquehanna International Group (SIG) full-time,2,"friendly, fast paced, and well mananged",lot of work and time . for the job,,4.0,,,,,,,,
Mon May 20 2019 17:37:08 GMT-0400 (Eastern Daylight Time), Operations Analyst,"Bala-Cynwyd, PA",Current Employee ,Great place to work with a ton of perks,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,3,-relaxed culture -free gym -free catered breakfast/lunch everyday,-Raises can be slow to earn -Not much movement for growth,,5.0,5.0,5.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Fri Mar 22 2019 21:45:38 GMT-0400 (Eastern Daylight Time), Technology Lead,"Bala-Cynwyd, PA",Former Employee ,Watch your back,I worked at Susquehanna International Group (SIG) full-time for more than 10 years,39,Some cutting-edge technology. Recession-proof company. Decent bonuses. Some sections much better than others.,"I worked for this company for 10 years and had some horrible experiences. Some people are impressed by the free breakfast and lunch but this just means the company gets another hour of work out of you in a mandatory 45 hour + week. The interview process is brutal and you often don't hear the results. The company is very conscious about paying as little as possible by way of salaries and using whatever leverage they can against you. For example a friend of mine was there for five years and never got a raise because her husband was undergoing cancer treatment and they knew she could not leave and lose the health insurance. During the 2008 crisis they told everyone there would be no raises and bonuses because the company had done poorly. In 2009 they told everyone that they would be no raises or bonuses because despite the fact that the company did extremely well, the market was tight and they were lucky to have jobs and they could replace all the employees easily. It wasn't until the market turned around and people began to leave that the company panicked and began giving raises again and asking what else they could do to make employees stay. They are happy to take advantage of employees situation when it suits them and then complain when employees are not loyal. Certain groups are much better than others and certain managers are excellent While others are terrible. The programmers and developers in the technology and are treated extremely well. The Enterprise Services Group was treated very poorly and managed very poorly. Lots of incompetence and Empire Building and many broken promises. Management takes care of other managers even when they're incompetent or even abusive while employees are expendable. They promised training and education but whenever you applied for it suddenly there wasn't time in the schedule for it. They would tell you that education was part of your compensation package but it was next to impossible to get any training. I personally took on a project that was supposed to have several other people on it, and yet when these other people were removed from the project I was expected to meet the deadlines unchanged without the resources. In fact I ended up having to buy some software on my own out of pocket to finish the project. I even put off my vacation to the next year to finish the project on time after being assured that I would be able to take my vacation the next year. When the project was done the following year my position was eliminated and I was let go after 10 years of service and was not paid for my 5 weeks of vacation untaken nor was I given any severance. Susquehanna has a staff of excellent lawyers and they're pretty sure that you won't sue them unless you are in management. Managers get excellent Severance packages. Don't get me wrong there's some good groups to work for and you can learn a lot although advancement is extremely Limited. They have a tendency to hire Traders &amp; quants in large numbers and then after a year firing the low performers. So many more strange things going on in this company that I don't have time or room for here.",,3.0,2.0,2.0,3.0,3.0,1.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Thu May 16 2019 08:17:40 GMT-0400 (Eastern Daylight Time), Paralegal,"Bala-Cynwyd, PA",Current Employee ,"Great People, Not much flexibility",I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,3,"Great people all across the firm. Management is easy going, you work to your strengths. Free breakfast and lunch. I truly enjoy working at SIG - It is a pleasant place to work.",No telecommuting or flexibility with hours. No true lunch break to run errands.,,4.0,2.0,5.0,3.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed May 22 2019 08:08:55 GMT-0400 (Eastern Daylight Time), Research Associate,,Current Employee ,research,I have been working at Susquehanna International Group (SIG) full-time,1,"good culture, high turnover, good work balance","high turnover, lack of room to improve,",,3.0,,,,,,,,
Wed May 15 2019 05:49:15 GMT-0400 (Eastern Daylight Time),,, ,"Some great people, poor quality of life",I worked at Susquehanna International Group (SIG),4,"Lots of onsite perks, standard pay","Long hours, toxic environment, slow innovation",,2.0,1.0,2.0,2.0,3.0,1.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Sat Apr 06 2019 12:42:55 GMT-0400 (Eastern Daylight Time), Quantitative Trader,"Bala Cynwyd, PA",Current Employee ,Overall Great Training Program for Traders,I have been working at Susquehanna International Group (SIG) full-time for less than a year,2,"Emphasis on learning and development of incoming “Quantitative Trader” class, who mostly have no financial experience. Get to play poker on the job.","Can sometimes feel very competitive or start to question if SIG will keep you around if you are not performing. Work ~50 hours / week total, but are very well compensated for having only a BS. Some parts of the education program feel archaic and outdated. Forced to sign a 3 year non-compete in order to go through the proprietary trading class.",,5.0,4.0,4.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun Mar 24 2019 12:01:50 GMT-0400 (Eastern Daylight Time), Assistant Trader,,Former Employee ,Assistant Trader,I worked at Susquehanna International Group (SIG) full-time for less than a year,1,"Assistant Traders get placed seemingly randomly at different desks on the trading floor. Most co-workers are pretty chill, but depending on your desk you could work anywhere from 45 to 65 hours a week.",Could work up to 65 hours. (see above),,4.0,,,,,,,,
Tue Mar 05 2019 16:03:56 GMT-0500 (Eastern Standard Time), Analyst,"Philadelphia, PA",Current Employee ,"Great culture, loads of responsibilities",I have been working at Susquehanna International Group (SIG) full-time for more than a year,3,"Great culture, really intelligent and curious people. Be prepared to work hard on high-value problems you'd never touch as an entry-level employee at other firms.",long hours. No other cons,,5.0,4.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Feb 14 2019 07:04:35 GMT-0500 (Eastern Standard Time),,,Former Employee ,Great workplace!,I worked at Susquehanna International Group (SIG) full-time,3,Great leadership! People were nice!,No growth...hard to get promoted,,4.0,,,,,,,,
Mon Jan 21 2019 14:49:09 GMT-0500 (Eastern Standard Time), Technology Side,"Bala Cynwyd, PA",Current Employee ,Nice place to work but needs to get more current with Tech trends,I have been working at Susquehanna International Group (SIG) full-time for more than 8 years,9,"SIG is a tech company that trades. It is filled with smart people, more than willing to share info and tasks.","Mobility and flexibility is highly dependent on which manager you are under. For instance, work from home is still largely frowned on by some managers while other managers have no qualms providing it.",,4.0,4.0,4.0,3.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO
Fri Dec 28 2018 18:21:28 GMT-0500 (Eastern Standard Time), Software Engineer(Internship),"Philadelphia, PA",Former Employee ,Great place to work,I worked at Susquehanna International Group (SIG) full-time for less than a year,6,"Free food + gym
Manager is hands on, always down for helping","Nothing really, work might not be too challenging but overall I learned a lot",,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sun Dec 30 2018 14:00:29 GMT-0500 (Eastern Standard Time), Software Engineer,"Bala Cynwyd, PA",Former Employee ,"Good pay, free food, terrible work environment",I worked at Susquehanna International Group (SIG) full-time for less than a year,16,Free food. Interesting problems to solve. Good pay.,"No remote work, even for software engineers. Just about everyone I know requested this, but the company refuses to budge on this. Management claims they ""heard us"" on this issue (and many others) but mysteriously nothing ever changes. I don't know how they choose who to elevate to management, but I saw two of the worst managers I have ever seen in my whole life while working here. ""Incompetent"" doesn't even begin to describe how these people behaved on a daily basis. Rude, aggressive, and outright hostile are more accurate descriptions (people being screamed at in front of their coworkers). For some reason, the ""great culture"" was touted to me when I was interviewing here, but in my experience, most people are only there to collect their check and cover their own backside. If you're considering working here, do not expect a collaborative environment. Do not expect to be welcomed into the prexisting tight-knit groups that are already there without a ton of effort. Keep your expectations very low and you can make a very nice salary working here, but I couldn't take this place any more than one year. My sanity is worth much more to me than the money I was earning by being gaslit by terrible management day after day.","Thank you for your feedback. SIG’s culture and success are built on hiring great people, working together in a highly collaborative way, and exercising good decision making in all aspects of our business. It is disappointing to hear that your SIG experience did not reflect these values. If you are amenable, I would like to speak with you to understand better your areas of dissatisfaction while employed at SIG. With regard to work flexibility, employee collaboration is a major driver of SIG’s success, and given that we are a trading firm, it’s important to have our teams together when the markets are open (9:30am-4:00pm ET). We understand that our requirements may not align with the flexible work style that some employees prefer. That being said, our work style is intentional, and we believe it is key to both the success of individuals at SIG and to SIG as a leader in the financial services industry. - Cathy Grimes, Head of Human Resources",2.0,2.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Mon Dec 10 2018 09:24:44 GMT-0500 (Eastern Standard Time),,,Current Employee ,Recruiting,I have been working at Susquehanna International Group (SIG) full-time,3,Working with intelligent and respectful people.,Location outside of the city of Philadelphia,,5.0,4.0,4.0,4.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO
Fri Nov 09 2018 13:50:24 GMT-0500 (Eastern Standard Time), Technology Manager,"Bala-Cynwyd, PA",Current Employee ,Outstanding Quantitative and Technology-Driven Trading Firm,I have been working at Susquehanna International Group (SIG) full-time for more than 10 years,4,"- Fantastic culture that values collaboration. - The best idea ""wins"" (regardless of level or experience). - Deep partnership between the business and technology. - Strong internal mobility program that fosters growth/retention. - Great environment for learning. - True meritocracy. - Free lunch",- Mid-Sized Firm (not a NY brokerage firm) so comparatively speaking fewer opportunities.,,5.0,4.0,5.0,5.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sat Nov 17 2018 19:35:19 GMT-0500 (Eastern Standard Time), Tech,"Bala-Cynwyd, PA",Former Employee ,"Limited growth, tedious environment",I worked at Susquehanna International Group (SIG) full-time for more than 3 years,10,"Free food, very intelligent coworkers.","-Long hours expected on a daily basis. Management has a tendency to associate passion with the number of hours you put in. You are compared against the passion level of your teammates quite frequently. 
-Some teams have a modern, bleeding-edge thought process behind their tech. Other teams are old-fashioned in methodology.
-Teams are heavily siloed which makes simple tasks drawn out and tedious. 

Overall the work is soul-sucking and involves little to no free thought. If you enjoy variety in your work or are even remotely creative, look elsewhere.

Most employees move horizontally within the firm rather than upward.

Staying motivated might be the biggest challenge you'll face while working here.",,2.0,1.0,3.0,3.0,4.0,3.0,Doesn't Recommend,Positive Outlook,Approves of CEO
Sun Nov 04 2018 13:43:23 GMT-0500 (Eastern Standard Time),,,Current Employee ,Great place to work,I have been working at Susquehanna International Group (SIG) full-time,3,Friendly and professional coworkers. Good work-life balance,More lunch variety would be nice.,,5.0,,,,,,,,
Tue Oct 23 2018 11:53:27 GMT-0400 (Eastern Daylight Time), Software Engineer,"Bala Cynwyd, PA",Current Employee ,Challenging and fast-paced,I have been working at Susquehanna International Group (SIG) full-time for more than a year,4,"Fosters inventiveness and creativity - Very few off-the-shelf tools exist for this type of business. If the right tool doesn't exist, invent it! Collaborative - there is a strong sense of teamwork and shared goals. Many opportunities for lateral movement - allows exposure to various facets of a large-scale trading operation. Employee events are great - exclusive use of various attractions around the Philadelphia are a few times a year. Catered lunch every day Gym facilities on site",None that I can think of.,,5.0,5.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Oct 11 2018 18:28:22 GMT-0400 (Eastern Daylight Time), Tech,"Bala-Cynwyd, PA",Current Employee ,Excellent work environment,I have been working at Susquehanna International Group (SIG) full-time for less than a year,7,"The people are great, the benefits are top notch, the work environment is sophisticated and fun. It's a great learning environment and there's total flexibility when it comes to new ideas on how to do things.","Due to the nature of the business and the sensitivity of the data most people work with on a day to day basis, there are significant restrictions on working remote.",,4.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Nov 07 2018 09:30:45 GMT-0500 (Eastern Standard Time),,,Current Employee ,Application Support,I have been working at Susquehanna International Group (SIG) full-time,0,"Smart individuals
Collaborative work environment","Lack of control
Turnover
Highly collaborative but still work in silos",,2.0,3.0,2.0,2.0,4.0,4.0,,,
Tue Oct 02 2018 10:52:57 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA","Tech Intern in Bala Cynwyd, PA",Great Company,I worked at Susquehanna International Group (SIG) for less than a year,0,Work life balance Free food Overall a really good company and fun to work at. Lots of events for interns as well.,Sometimes too focused on trading Long hours,,4.0,4.0,3.0,4.0,5.0,4.0,Approves of CEO,,
Wed Sep 05 2018 19:02:12 GMT-0400 (Eastern Daylight Time), Trading Assistant,"Philadelphia, PA",Current Employee ,Assistant Trader,I have been working at Susquehanna International Group (SIG) full-time for more than a year,1,"Fun, learn a lot in class",Dont' like location and food is botring,,4.0,5.0,3.0,5.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Oct 04 2018 15:08:53 GMT-0400 (Eastern Daylight Time),,"Philadelphia, PA",Former Employee ,Don't work for this company,I worked at Susquehanna International Group (SIG) full-time for more than a year,11,"Nothing  with the team middleware, People here don't know how C++ Copy CTOR or assignment operators works, at best qualified to be Level 2 C++ engineer. The team lead, manager and even director in Middleware as asked or made 4 engineers to leave - in 2 year period. Some even left in the middle of code review that could not be finished in 3 to 6 months. Main problem is arrogance, inferiority complex that arises with HR deciding that software engineers don't any levels.",Team has arrogance that arises from never working in other companies and with self patting their own backs. They hire new people only to make them feel bad even when they are clue less with C++ compiler and python interpreter/compiler.,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Tue Aug 21 2018 21:33:24 GMT-0400 (Eastern Daylight Time),,, ,Finance with a twist,I have been working at Susquehanna International Group (SIG),2,"Great work environment, casual dress code, snacks, free lunch, free dinner, everyone is friendly","hard to grow inside the business,",,4.0,4.0,4.0,3.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Jul 23 2018 19:10:22 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Best information security team in Philly area,I have been working at Susquehanna International Group (SIG) full-time,10,"Information security team within SIG's technology team is the best enterprise defender team in the Philly area. Perfect blend of talent, culture, empowerment and results. Overall technology team and firm is awesome too.",Minimal. SIG is truly a hidden gem in the Philly area.,,5.0,4.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sat Aug 25 2018 04:35:18 GMT-0400 (Eastern Daylight Time),,,Former Employee ,sales,I worked at Susquehanna International Group (SIG) full-time,0,"Straightforward business model, management is lean and you know where you stand.","trading centered, not sales centered. People are cold and unfriendly.",,3.0,,,,,,,,
Wed Jul 18 2018 16:29:35 GMT-0400 (Eastern Daylight Time),,,Current Employee ,"Good culture, smart people, interesting work",I have been working at Susquehanna International Group (SIG) full-time,4,"Free lunch and breakfast, flat structure with ability to grow and implement new ideas, great in-office and local perks, constantly surrounded by smart people","Outside the city, but avoids the age tax!",,5.0,4.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Aug 10 2018 06:44:50 GMT-0400 (Eastern Daylight Time), Manager,"New York, NY",Current Employee ,manager,I have been working at Susquehanna International Group (SIG) full-time for more than 10 years,8,none as all doesn't matter as they are trying to be google but are actually are the fresh market (RATED WORST COMPANY OF ALL),all and every thing conmpletely,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Tue Jun 12 2018 12:27:30 GMT-0400 (Eastern Daylight Time),,, ,A great place to work,I worked at Susquehanna International Group (SIG),7,"SIG is a very well run company. I worked with a smart and helpful group of people, managers are also very approachable. High level decisions in my group were made collectively, implementation details were generally left to the individual. Training is provided across departments which is very helpful in understanding what other groups do. There are plenty of activities such as poker tournament, corporate 5k run, baseball outing, family outing, and much more to keep you entertained.","Not being able to work from home, but thats understable for a trading firm.",,4.0,5.0,5.0,5.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Jun 05 2018 19:16:54 GMT-0400 (Eastern Daylight Time), Research Associate,"New York, NY",Current Employee ,Good people and fun culture,I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,1,Nice people. Fun poker culture.,Not much upward mobility and work-life balance is not great,,4.0,3.0,4.0,3.0,4.0,4.0,Recommends,Neutral Outlook,Approves of CEO
Tue Jun 12 2018 09:59:19 GMT-0400 (Eastern Daylight Time), Software Engineer,"Bala Cynwyd, PA",Former Employee ,Pros and Cons,I worked at Susquehanna International Group (SIG) full-time for more than 3 years,4,Professional coworkers. Gym onsite. Free breakfast and lunch.,No room for growth. Not supportive mid level management.,,3.0,3.0,2.0,2.0,4.0,3.0,Doesn't Recommend,,Approves of CEO
Thu May 24 2018 05:58:12 GMT-0400 (Eastern Daylight Time),,, ,Equity Resarch,I have been working at Susquehanna International Group (SIG),3,Great culture and smart colleagues,Business challenges facing the equity research industry,,5.0,5.0,5.0,4.0,4.0,5.0,Recommends,,Approves of CEO
Sat Jun 09 2018 08:21:17 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Good Place to do Interesting Work,I have been working at Susquehanna International Group (SIG) full-time,1,"Work with very smart people, work on interesting problems, casual work environment, nice perks","The re is a strong trading/gaming culture, and if you don't like that, that might be an issue",,3.0,4.0,3.0,4.0,4.0,2.0,Recommends,Neutral Outlook,No opinion of CEO
Fri Jun 01 2018 17:54:02 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Equity Research,I worked at Susquehanna International Group (SIG) full-time,0,Nice friendly people with good work environment,Very small...a little limited but probably okay for the right person,,3.0,4.0,4.0,3.0,2.0,2.0,Doesn't Recommend,Negative Outlook,Approves of CEO
Mon Apr 09 2018 19:40:47 GMT-0400 (Eastern Daylight Time), Software Development Engineer,"Bala Cynwyd, PA",Current Employee ,Great Company but please watch out for the middle-level managers,I have been working at Susquehanna International Group (SIG) full-time for more than a year,4,"Good perks, free food, have great and smart co-workers.","Watch out for the middle-level managers. From SIG's review, you will see it stands out with its ability to keep smart and good people. Some of the good and smart people with decent technical backgrounds become the managers. However, with SIG's growth rate, some of street smart people grasped the chance and became the managers. As the result, you will begin to see those managers spend energy to play games among the teams they manage, play favors, and try to increase their influence and power in the company by controlling people, playing favors, and hiring their friends who don't have qualified experience into their teams.",,3.0,3.0,2.0,4.0,4.0,,Approves of CEO,,
